chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr16	89642175	89663654	+	27132	CPNE7	361	9.66799331E-1	DAVIES_SUCCESS
chr16	89679715	89704839	+	1800	DPEP1	421	9.76234724E-1	DAVIES_SUCCESS
chr16	89710838	89724193	-	5119	CHMP1A	353	9.52824536E-1	DAVIES_SUCCESS
chr16	89724151	89736866	+	124045	C16orf55	331	9.41228496E-1	DAVIES_SUCCESS
chr16	89753075	89762772	+	8558	CDK10	383	9.55391974E-1	DAVIES_SUCCESS
chr16	89762764	89768121	-	124044	SPATA2L	394	9.44650761E-1	DAVIES_SUCCESS
chr16	89773540	89787394	-	9605	VPS9D1	461	9.24237938E-1	DAVIES_SUCCESS
chr16	89778263	89784573	+	100128881	LOC100128881	436	9.21074431E-1	DAVIES_SUCCESS
chr16	89786807	89807332	+	92822	ZNF276	529	8.9433705E-1	DAVIES_SUCCESS
chr16	89803958	89883065	-	2175	FANCA	717	9.19419954E-1	DAVIES_SUCCESS
chr16	89894906	89937727	+	84501	SPIRE2	476	9.88683449E-1	DAVIES_SUCCESS
chr16	89939993	89977792	+	22980	TCF25	460	9.99550246E-1	DAVIES_SUCCESS
chr16	89984286	89987385	+	4157	MC1R	324	9.98478847E-1	DAVIES_SUCCESS
chr16	89985258	90002505	+	10381	TUBB3	380	9.99152198E-1	DAVIES_SUCCESS
chr16	90015138	90034468	+	54849	DEF8	411	9.94867984E-1	DAVIES_SUCCESS
chr16	90036182	90039240	-	92806	CENPBD1	361	9.85436238E-1	DAVIES_SUCCESS
chr16	90038987	90067195	+	172	AFG3L1P	495	9.7006203E-1	DAVIES_SUCCESS
chr16	90071278	90086328	-	79007	DBNDD1	415	9.11663844E-1	DAVIES_SUCCESS
chr16	90086068	90111379	+	2622	GAS8	442	8.97416679E-1	DAVIES_SUCCESS
chr16	90095315	90096309	-	750	C16orf3	362	8.64425736E-1	DAVIES_SUCCESS
chr16	90106168	90114191	-	100130015	LOC100130015	373	8.64790404E-1	DAVIES_SUCCESS
chr16	90122973	90142338	-	11105	PRDM7	331	8.23726474E-1	DAVIES_SUCCESS
chr17	6010	31420	-	8447	DOC2B	232	4.97438984E-2	DAVIES_SUCCESS
chr17	62179	202633	-	9501	RPH3AL	697	1.40234554E-1	DAVIES_SUCCESS
chr17	180995	183279	+	100506388	LOC100506388	233	6.98963285E-1	DAVIES_SUCCESS
chr17	260117	264457	+	400566	C17orf97	263	8.30159647E-1	DAVIES_SUCCESS
chr17	289770	295731	-	359845	FAM101B	142	8.65742795E-1	DAVIES_SUCCESS
chr17	411907	618096	-	55275	VPS53	612	1.94188828E-2	DAVIES_SUCCESS
chr17	635846	646075	+	79850	FAM57A	231	2.89271975E-2	DAVIES_SUCCESS
chr17	647660	655501	-	50628	GEMIN4	252	2.95270385E-2	DAVIES_SUCCESS
chr17	655572	658576	+	100131454	DBIL5P	253	3.17115382E-2	DAVIES_SUCCESS
chr17	662548	685571	-	51031	GLOD4	394	1.53023281E-1	DAVIES_SUCCESS
chr17	685512	695741	+	55178	RNMTL1	334	4.95484284E-1	DAVIES_SUCCESS
chr17	702552	882998	-	64359	NXN	739	8.93133945E-1	DAVIES_SUCCESS
chr17	900356	905390	+	29928	TIMM22	127	2.56787579E-1	DAVIES_SUCCESS
chr17	906757	1090616	-	29	ABR	696	5.10007523E-1	DAVIES_SUCCESS
chr17	925715	925799	-	100422835	MIR3183	207	1.05190838E-1	DAVIES_SUCCESS
chr17	1173857	1174565	+	727857	BHLHA9	428	1.73728378E-1	DAVIES_SUCCESS
chr17	1182956	1204281	+	286753	TUSC5	520	1.79204547E-1	DAVIES_SUCCESS
chr17	1247833	1303556	-	7531	YWHAE	554	5.49565766E-1	DAVIES_SUCCESS
chr17	1324646	1359561	-	1398	CRK	383	9.2241736E-1	DAVIES_SUCCESS
chr17	1367479	1396001	-	4641	MYO1C	372	7.04313553E-1	DAVIES_SUCCESS
chr17	1397870	1420182	-	51763	INPP5K	347	5.96663037E-1	DAVIES_SUCCESS
chr17	1420212	1421390	+	100306951	PITPNA-AS1	289	4.64049097E-1	DAVIES_SUCCESS
chr17	1421282	1466110	-	5306	PITPNA	368	2.57563896E-1	DAVIES_SUCCESS
chr17	1477695	1532130	-	124935	SLC43A2	310	1.3101848E-1	DAVIES_SUCCESS
chr17	1537151	1549083	-	8578	SCARF1	186	5.48708255E-2	DAVIES_SUCCESS
chr17	1549444	1553392	-	83547	RILP	169	6.69837685E-2	DAVIES_SUCCESS
chr17	1553922	1588176	-	10594	PRPF8	214	5.21302354E-2	DAVIES_SUCCESS
chr17	1606083	1613662	-	727910	TLCD2	193	4.29244487E-1	DAVIES_SUCCESS
chr17	1614797	1619566	-	84981	MIR22HG	208	4.88962546E-1	DAVIES_SUCCESS
chr17	1617196	1617281	-	407004	MIR22	201	4.63230185E-1	DAVIES_SUCCESS
chr17	1619816	1641893	+	124997	WDR81	261	6.30732274E-1	DAVIES_SUCCESS
chr17	1646129	1658559	+	5345	SERPINF2	256	7.53609896E-1	DAVIES_SUCCESS
chr17	1665258	1680859	+	5176	SERPINF1	334	8.09223827E-1	DAVIES_SUCCESS
chr17	1682828	1733175	-	114826	SMYD4	451	9.02283355E-1	DAVIES_SUCCESS
chr17	1733272	1802848	+	6117	RPA1	470	8.63379225E-1	DAVIES_SUCCESS
chr17	1837970	1928178	-	146760	RTN4RL1	486	5.82086941E-1	DAVIES_SUCCESS
chr17	1933430	1946725	+	1801	DPH1	230	7.33669089E-1	DAVIES_SUCCESS
chr17	1945276	1946725	+	124641	OVCA2	206	6.90143984E-1	DAVIES_SUCCESS
chr17	1953201	1953302	-	406921	MIR132	197	6.33442633E-1	DAVIES_SUCCESS
chr17	1953564	1953674	-	406994	MIR212	198	6.38231218E-1	DAVIES_SUCCESS
chr17	1957447	1962981	+	3090	HIC1	207	6.60458543E-1	DAVIES_SUCCESS
chr17	1963132	2207069	-	23293	SMG6	681	5.91464759E-1	DAVIES_SUCCESS
chr17	2207247	2228553	+	63826	SRR	282	1.01641386E-1	DAVIES_SUCCESS
chr17	2225981	2240678	-	55720	TSR1	256	5.05470746E-2	DAVIES_SUCCESS
chr17	2232418	2232504	-	692208	SNORD91B	223	3.4807301E-2	DAVIES_SUCCESS
chr17	2233572	2233664	-	692207	SNORD91A	225	3.5261387E-2	DAVIES_SUCCESS
chr17	2240805	2284348	+	9905	SGSM2	315	4.37079493E-3	DAVIES_SUCCESS
chr17	2287353	2304258	-	4335	MNT	256	2.62983285E-4	DAVIES_SUCCESS
chr17	2310274	2318730	-	284009	LOC284009	205	1.54512636E-4	DAVIES_SUCCESS
chr17	2319347	2415200	-	79066	METTL16	425	5.92989364E-4	DAVIES_SUCCESS
chr17	2496922	2588909	+	5048	PAFAH1B1	356	3.91797479E-2	DAVIES_SUCCESS
chr17	2592679	2614927	-	23277	CLUH	226	9.05334367E-2	DAVIES_SUCCESS
chr17	2651371	2651476	-	100302208	MIR1253	201	5.85556142E-1	DAVIES_SUCCESS
chr17	2699731	2941035	+	23108	RAP1GAP2	916	3.96318879E-1	DAVIES_SUCCESS
chr17	2965962	2966901	-	8386	OR1D5	243	2.0303232E-1	DAVIES_SUCCESS
chr17	2995351	2996290	-	4991	OR1D2	220	7.65206931E-2	DAVIES_SUCCESS
chr17	3029903	3030845	-	8390	OR1G1	241	1.16319787E-1	DAVIES_SUCCESS
chr17	3100812	3101742	+	26189	OR1A2	299	7.58919758E-1	DAVIES_SUCCESS
chr17	3118914	3119844	+	8383	OR1A1	298	7.41103246E-1	DAVIES_SUCCESS
chr17	3143969	3144559	+	653166	OR1D4	321	6.03378763E-1	DAVIES_SUCCESS
chr17	3181183	3182268	-	4995	OR3A2	352	3.37284337E-1	DAVIES_SUCCESS
chr17	3194928	3195876	-	4994	OR3A1	377	3.15506014E-1	DAVIES_SUCCESS
chr17	3213538	3214740	+	390756	OR3A4P	422	3.06660185E-1	DAVIES_SUCCESS
chr17	3300759	3301704	-	8387	OR1E1	277	3.91905357E-1	DAVIES_SUCCESS
chr17	3323861	3324827	+	8392	OR3A3	285	5.4515024E-1	DAVIES_SUCCESS
chr17	3336163	3337135	-	8388	OR1E2	271	5.68299509E-1	DAVIES_SUCCESS
chr17	3343305	3417146	-	84690	SPATA22	526	4.62602597E-1	DAVIES_SUCCESS
chr17	3377403	3402700	+	443	ASPA	418	4.17991433E-1	DAVIES_SUCCESS
chr17	3413795	3461289	-	162514	TRPV3	479	4.19853709E-1	DAVIES_SUCCESS
chr17	3468739	3512705	-	7442	TRPV1	482	5.00267733E-1	DAVIES_SUCCESS
chr17	3511555	3539616	-	23729	SHPK	381	5.99168818E-1	DAVIES_SUCCESS
chr17	3539761	3566397	+	1497	CTNS	386	6.87236104E-1	DAVIES_SUCCESS
chr17	3566186	3599698	-	100533970	P2RX5-TAX1BP3	435	7.72504129E-1	DAVIES_SUCCESS
chr17	3572089	3572962	+	83460	EMC6	345	7.00472056E-1	DAVIES_SUCCESS
chr17	3576521	3599698	-	5026	P2RX5	409	7.53757848E-1	DAVIES_SUCCESS
chr17	3617918	3704537	-	3682	ITGAE	417	8.21371908E-1	DAVIES_SUCCESS
chr17	3627196	3629992	+	83903	GSG2	336	7.55684669E-1	DAVIES_SUCCESS
chr17	3710044	3749545	-	55421	C17orf85	230	4.89970991E-1	DAVIES_SUCCESS
chr17	3763616	3796337	-	84254	CAMKK1	279	7.06242773E-1	DAVIES_SUCCESS
chr17	3799884	3819960	-	5023	P2RX1	298	7.9821148E-1	DAVIES_SUCCESS
chr17	3827162	3867758	-	489	ATP2A3	392	8.27752148E-1	DAVIES_SUCCESS
chr17	3907738	4046253	-	23140	ZZEF1	724	9.60423395E-1	DAVIES_SUCCESS
chr17	4046461	4060995	+	124936	CYB5D2	328	9.88728774E-1	DAVIES_SUCCESS
chr17	4066664	4167274	-	51479	ANKFY1	397	9.92993584E-1	DAVIES_SUCCESS
chr17	4172511	4269969	-	7326	UBE2G1	279	7.15642166E-1	DAVIES_SUCCESS
chr17	4337218	4391499	+	201305	SPNS3	589	4.92204875E-1	DAVIES_SUCCESS
chr17	4402128	4443228	+	124976	SPNS2	402	7.91815381E-1	DAVIES_SUCCESS
chr17	4442190	4458681	-	10514	MYBBP1A	287	5.40001467E-1	DAVIES_SUCCESS
chr17	4460221	4463876	-	124975	GGT6	262	4.56216142E-1	DAVIES_SUCCESS
chr17	4487275	4511614	+	342527	SMTNL2	269	3.0912267E-1	DAVIES_SUCCESS
chr17	4534213	4545589	-	246	ALOX15	251	1.63674795E-1	DAVIES_SUCCESS
chr17	4574678	4607632	-	27043	PELP1	309	3.07724693E-1	DAVIES_SUCCESS
chr17	4607524	4608824	+	101559451	LOC101559451	273	3.08223594E-1	DAVIES_SUCCESS
chr17	4613788	4624795	+	409	ARRB2	291	3.90680306E-1	DAVIES_SUCCESS
chr17	4634722	4636896	+	400569	MED11	281	5.40734574E-1	DAVIES_SUCCESS
chr17	4636827	4643223	-	58191	CXCL16	293	5.31336979E-1	DAVIES_SUCCESS
chr17	4643309	4649414	+	84225	ZMYND15	296	5.65990459E-1	DAVIES_SUCCESS
chr17	4675186	4686506	+	9032	TM4SF5	317	9.72465787E-1	DAVIES_SUCCESS
chr17	4688579	4689729	-	284013	VMO1	271	9.58916569E-1	DAVIES_SUCCESS
chr17	4692253	4693884	+	388323	GLTPD2	261	9.40481058E-1	DAVIES_SUCCESS
chr17	4699438	4701798	+	5694	PSMB6	263	9.41177347E-1	DAVIES_SUCCESS
chr17	4710395	4726727	+	5338	PLD2	294	9.75295623E-1	DAVIES_SUCCESS
chr17	4736634	4801356	+	50488	MINK1	387	9.34128246E-1	DAVIES_SUCCESS
chr17	4801063	4806369	-	1145	CHRNE	240	9.03716153E-1	DAVIES_SUCCESS
chr17	4802947	4806227	+	100130311	C17orf107	237	9.04661355E-1	DAVIES_SUCCESS
chr17	4835591	4838325	+	2811	GP1BA	207	5.12908596E-1	DAVIES_SUCCESS
chr17	4840425	4843462	-	8402	SLC25A11	210	5.03117199E-1	DAVIES_SUCCESS
chr17	4843629	4848517	+	26001	RNF167	213	4.80672651E-1	DAVIES_SUCCESS
chr17	4848944	4852381	-	5216	PFN1	209	4.50214351E-1	DAVIES_SUCCESS
chr17	4854383	4860426	+	2027	ENO3	202	3.5663635E-1	DAVIES_SUCCESS
chr17	4862520	4871132	-	9552	SPAG7	187	2.60385812E-1	DAVIES_SUCCESS
chr17	4871286	4890960	-	23125	CAMTA2	201	1.42047045E-1	DAVIES_SUCCESS
chr17	4891424	4900905	-	388324	INCA1	181	8.78207229E-2	DAVIES_SUCCESS
chr17	4901242	4931694	+	10749	KIF1C	280	6.52374307E-2	DAVIES_SUCCESS
chr17	4935896	4955304	-	55065	SLC52A1	284	2.92893896E-2	DAVIES_SUCCESS
chr17	4981753	4999669	+	124961	ZFP3	313	7.77899886E-3	DAVIES_SUCCESS
chr17	5008838	5026397	-	7775	ZNF232	280	5.93392752E-3	DAVIES_SUCCESS
chr17	5019732	5078324	+	9098	USP6	327	4.72620292E-3	DAVIES_SUCCESS
chr17	5082830	5095178	-	84622	ZNF594	231	8.21842669E-3	DAVIES_SUCCESS
chr17	5095378	5138931	+	100130950	LOC100130950	275	1.34595724E-2	DAVIES_SUCCESS
chr17	5112215	5138155	-	388325	SCIMP	248	1.60815366E-2	DAVIES_SUCCESS
chr17	5185557	5289132	+	9135	RABEP1	572	2.97821592E-1	DAVIES_SUCCESS
chr17	5289345	5323059	-	4927	NUP88	401	2.7915181E-1	DAVIES_SUCCESS
chr17	5322960	5336340	+	84268	RPAIN	346	2.84379979E-1	DAVIES_SUCCESS
chr17	5336098	5342471	-	708	C1QBP	332	2.97909339E-1	DAVIES_SUCCESS
chr17	5344231	5372380	-	56919	DHX33	439	4.9227648E-1	DAVIES_SUCCESS
chr17	5377612	5389494	-	51009	DERL2	369	7.79256367E-1	DAVIES_SUCCESS
chr17	5389693	5394130	+	79003	MIS12	368	7.1455508E-1	DAVIES_SUCCESS
chr17	5402746	5404319	-	728392	LOC728392	411	7.33191364E-1	DAVIES_SUCCESS
chr17	5404718	5487832	-	22861	NLRP1	636	8.06493038E-1	DAVIES_SUCCESS
chr17	5675553	5834016	+	339166	LOC339166	892	6.63891182E-1	DAVIES_SUCCESS
chr17	5972425	6027747	+	23302	WSCD1	374	2.51468422E-1	DAVIES_SUCCESS
chr17	6327058	6338519	-	23746	AIPL1	412	2.750603E-1	DAVIES_SUCCESS
chr17	6347734	6354385	+	54478	FAM64A	369	2.6419641E-1	DAVIES_SUCCESS
chr17	6354582	6459877	-	83394	PITPNM3	568	2.24132331E-1	DAVIES_SUCCESS
chr17	6481644	6544247	-	9851	KIAA0753	420	9.29272961E-2	DAVIES_SUCCESS
chr17	6544221	6547861	+	84817	TXNDC17	279	6.2005292E-2	DAVIES_SUCCESS
chr17	6546632	6554954	-	51003	MED31	295	6.0260068E-2	DAVIES_SUCCESS
chr17	6558758	6558828	-	100616401	MIR4520A	300	6.00165722E-2	DAVIES_SUCCESS
chr17	6558767	6558821	+	100616466	MIR4520B	300	6.00165722E-2	DAVIES_SUCCESS
chr17	6561037	6564701	+	100652883	ALOX15P1	326	6.99894851E-2	DAVIES_SUCCESS
chr17	6588038	6616740	-	284111	SLC13A5	365	1.61940865E-1	DAVIES_SUCCESS
chr17	6658793	6678964	+	54739	XAF1	324	2.74655926E-1	DAVIES_SUCCESS
chr17	6679551	6700420	+	162517	FBXO39	347	3.19395057E-1	DAVIES_SUCCESS
chr17	6703299	6735060	-	83659	TEKT1	349	3.25112407E-1	DAVIES_SUCCESS
chr17	6756894	6803668	+	245	ALOX12P2	293	3.71003319E-1	DAVIES_SUCCESS
chr17	6888441	6915653	-	100506713	LOC100506713	282	3.60969947E-1	DAVIES_SUCCESS
chr17	6899383	6914055	+	239	ALOX12	256	3.6754202E-1	DAVIES_SUCCESS
chr17	6915735	6920843	+	100529209	RNASEK-C17orf49	254	5.23716048E-1	DAVIES_SUCCESS
chr17	6919136	6922973	-	100506755	MIR497HG	255	5.65502506E-1	DAVIES_SUCCESS
chr17	6920933	6921341	-	574456	MIR497	247	5.89835103E-1	DAVIES_SUCCESS
chr17	6926368	6932961	+	255877	BCL6B	270	6.51030913E-1	DAVIES_SUCCESS
chr17	6939393	6943440	+	201232	SLC16A13	253	8.05720197E-1	DAVIES_SUCCESS
chr17	6944948	6947242	-	162515	SLC16A11	252	8.13261423E-1	DAVIES_SUCCESS
chr17	6977855	6983600	-	10462	CLEC10A	313	7.30236075E-1	DAVIES_SUCCESS
chr17	7004640	7018292	-	433	ASGR2	338	6.32963578E-1	DAVIES_SUCCESS
chr17	7076750	7082883	-	432	ASGR1	143	7.04072441E-1	DAVIES_SUCCESS
chr17	7093209	7123369	-	1742	DLG4	140	2.81710053E-1	DAVIES_SUCCESS
chr17	7120443	7128586	+	37	ACADVL	110	3.52521175E-1	DAVIES_SUCCESS
chr17	7126615	7126698	-	442898	MIR324	100	3.24035094E-1	DAVIES_SUCCESS
chr17	7128660	7137863	-	1856	DVL2	117	2.80924898E-1	DAVIES_SUCCESS
chr17	7138346	7142825	-	79142	PHF23	109	2.47475161E-1	DAVIES_SUCCESS
chr17	7143737	7145753	-	11337	GABARAP	102	2.29726179E-1	DAVIES_SUCCESS
chr17	7146905	7155259	-	23399	CTDNEP1	122	2.24216785E-1	DAVIES_SUCCESS
chr17	7155371	7163259	+	23587	ELP5	130	2.02660303E-1	DAVIES_SUCCESS
chr17	7163221	7166512	-	1366	CLDN7	130	1.81219475E-1	DAVIES_SUCCESS
chr17	7185053	7191367	+	6517	SLC2A4	170	9.68068089E-2	DAVIES_SUCCESS
chr17	7191570	7197876	-	51087	YBX2	172	9.8269547E-2	DAVIES_SUCCESS
chr17	7210317	7215782	+	1984	EIF5A	183	1.0399261E-1	DAVIES_SUCCESS
chr17	7215977	7232638	-	84461	NEURL4	238	1.24992037E-1	DAVIES_SUCCESS
chr17	7239847	7254793	+	9744	ACAP1	258	1.66034284E-1	DAVIES_SUCCESS
chr17	7255207	7258262	+	147040	KCTD11	233	1.63680263E-1	DAVIES_SUCCESS
chr17	7258496	7260538	+	339168	TMEM95	224	1.7600881E-1	DAVIES_SUCCESS
chr17	7284292	7293092	+	8711	TNK1	231	2.34138654E-1	DAVIES_SUCCESS
chr17	7293046	7307450	-	100529211	C17orf61-PLSCR3	234	2.6417798E-1	DAVIES_SUCCESS
chr17	7306292	7307450	-	254863	TMEM256	216	2.43906412E-1	DAVIES_SUCCESS
chr17	7311501	7323179	+	57555	NLGN2	239	1.80896715E-1	DAVIES_SUCCESS
chr17	7323678	7324951	+	374768	SPEM1	202	1.39080558E-1	DAVIES_SUCCESS
chr17	7328934	7330886	+	201243	C17orf74	187	1.16648987E-1	DAVIES_SUCCESS
chr17	7338761	7340998	+	284114	TMEM102	197	5.07153161E-2	DAVIES_SUCCESS
chr17	7341591	7348251	+	2256	FGF11	222	2.36703303E-2	DAVIES_SUCCESS
chr17	7348405	7360932	+	1140	CHRNB1	252	2.21828826E-2	DAVIES_SUCCESS
chr17	7362684	7387568	-	57659	ZBTB4	305	1.49180886E-2	DAVIES_SUCCESS
chr17	7384720	7386383	+	643664	SLC35G6	271	1.45183816E-2	DAVIES_SUCCESS
chr17	7387697	7417935	+	5430	POLR2A	354	1.96659045E-2	DAVIES_SUCCESS
chr17	7452374	7464925	+	407977	TNFSF12-TNFSF13	273	1.48440133E-2	DAVIES_SUCCESS
chr17	7461608	7464925	+	8741	TNFSF13	246	1.84153443E-2	DAVIES_SUCCESS
chr17	7465308	7482324	+	100533955	SENP3-EIF4A1	266	2.28622101E-2	DAVIES_SUCCESS
chr17	7478030	7478165	+	652965	SNORA48	215	4.22236407E-2	DAVIES_SUCCESS
chr17	7480128	7480276	+	652966	SNORD10	209	4.72669404E-2	DAVIES_SUCCESS
chr17	7481272	7481409	+	26781	SNORA67	204	4.82773385E-2	DAVIES_SUCCESS
chr17	7482804	7485429	+	968	CD68	208	5.19705327E-2	DAVIES_SUCCESS
chr17	7486964	7496107	+	9526	MPDU1	241	4.0614149E-2	DAVIES_SUCCESS
chr17	7491497	7493488	-	6665	SOX15	194	5.09918692E-2	DAVIES_SUCCESS
chr17	7494547	7518215	-	9513	FXR2	288	3.00186463E-2	DAVIES_SUCCESS
chr17	7517381	7536700	+	6462	SHBG	274	1.8575203E-2	DAVIES_SUCCESS
chr17	7529555	7531194	-	112483	SAT2	237	2.0946694E-2	DAVIES_SUCCESS
chr17	7554253	7561089	+	482	ATP1B2	244	2.82249476E-2	DAVIES_SUCCESS
chr17	7565096	7590868	-	7157	TP53	303	5.18803198E-2	DAVIES_SUCCESS
chr17	7589388	7606820	+	55135	WRAP53	285	5.55082703E-2	DAVIES_SUCCESS
chr17	7608519	7614693	+	1949	EFNB3	210	2.67165507E-1	DAVIES_SUCCESS
chr17	7621078	7737058	+	146754	DNAH2	355	4.76342322E-1	DAVIES_SUCCESS
chr17	7657637	7658286	+	118432	RPL29P2	184	5.21139186E-1	DAVIES_SUCCESS
chr17	7743234	7758118	+	23135	KDM6B	142	6.18934624E-1	DAVIES_SUCCESS
chr17	7758383	7759417	+	92162	TMEM88	122	5.08828717E-1	DAVIES_SUCCESS
chr17	7760002	7761172	-	84316	LSMD1	123	4.95090221E-1	DAVIES_SUCCESS
chr17	7761063	7765600	+	124637	CYB5D1	126	4.9192902E-1	DAVIES_SUCCESS
chr17	7788122	7816075	+	1107	CHD3	169	5.11291758E-1	DAVIES_SUCCESS
chr17	7809440	7809578	+	677763	SCARNA21	142	4.65930336E-1	DAVIES_SUCCESS
chr17	7816639	7819265	-	284023	LOC284023	150	4.95673629E-1	DAVIES_SUCCESS
chr17	7825176	7832753	-	9196	KCNAB3	155	5.02181955E-1	DAVIES_SUCCESS
chr17	7833662	7835317	-	58485	TRAPPC1	144	4.79354545E-1	DAVIES_SUCCESS
chr17	7835441	7853237	+	116840	CNTROB	171	5.79347135E-1	DAVIES_SUCCESS
chr17	7905987	7923658	+	3000	GUCY2D	226	3.45652108E-1	DAVIES_SUCCESS
chr17	7942357	7952451	+	247	ALOX15B	249	2.78522632E-1	DAVIES_SUCCESS
chr17	7975953	7991021	-	242	ALOX12B	297	2.94894895E-1	DAVIES_SUCCESS
chr17	7991373	7991465	+	100422983	MIR4314	264	3.72196585E-1	DAVIES_SUCCESS
chr17	7999217	8022234	-	59344	ALOXE3	292	4.47036364E-1	DAVIES_SUCCESS
chr17	8023907	8027410	-	84667	HES7	233	8.17207976E-1	DAVIES_SUCCESS
chr17	8043787	8059678	-	5187	PER1	233	8.73235727E-1	DAVIES_SUCCESS
chr17	8062464	8066293	-	6844	VAMP2	184	8.33632535E-1	DAVIES_SUCCESS
chr17	8076296	8079714	-	84314	TMEM107	171	7.93342986E-1	DAVIES_SUCCESS
chr17	8090262	8090322	+	100616406	MIR4521	162	8.45495236E-1	DAVIES_SUCCESS
chr17	8090492	8090577	+	100500892	MIR3676	159	8.58191625E-1	DAVIES_SUCCESS
chr17	8091650	8093564	-	54785	C17orf59	163	8.6395601E-1	DAVIES_SUCCESS
chr17	8108048	8113944	-	9212	AURKB	177	8.93845966E-1	DAVIES_SUCCESS
chr17	8123947	8127361	-	284029	LINC00324	176	9.23176127E-1	DAVIES_SUCCESS
chr17	8128138	8151413	-	80169	CTC1	204	9.41785147E-1	DAVIES_SUCCESS
chr17	8152595	8173809	+	5198	PFAS	216	9.60416134E-1	DAVIES_SUCCESS
chr17	8191080	8198170	-	399512	SLC25A35	235	8.55709953E-1	DAVIES_SUCCESS
chr17	8191968	8193409	+	29098	RANGRF	201	8.968761E-1	DAVIES_SUCCESS
chr17	8213555	8225834	+	22899	ARHGEF15	298	6.17142933E-1	DAVIES_SUCCESS
chr17	8243187	8249363	+	146852	ODF4	299	6.18773219E-1	DAVIES_SUCCESS
chr17	8261730	8263859	-	100128288	LOC100128288	275	4.93781689E-1	DAVIES_SUCCESS
chr17	8271972	8280029	-	124751	KRBA2	304	4.30532553E-1	DAVIES_SUCCESS
chr17	8280833	8286565	-	6154	RPL26	291	4.13049498E-1	DAVIES_SUCCESS
chr17	8294022	8301144	-	643904	RNF222	269	4.23026137E-1	DAVIES_SUCCESS
chr17	8339169	8371495	+	81565	NDEL1	193	6.77231574E-1	DAVIES_SUCCESS
chr17	8377522	8534079	-	4628	MYH10	317	5.26200543E-1	DAVIES_SUCCESS
chr17	8633245	8648154	-	146849	CCDC42	352	7.78664672E-2	DAVIES_SUCCESS
chr17	8656423	8661877	-	388333	SPDYE4	333	9.08098384E-2	DAVIES_SUCCESS
chr17	8700427	8702667	-	162387	MFSD6L	232	2.9181512E-1	DAVIES_SUCCESS
chr17	8706054	8770994	-	146850	PIK3R6	344	3.15550085E-1	DAVIES_SUCCESS
chr17	8782232	8869029	-	23533	PIK3R5	383	4.41655907E-1	DAVIES_SUCCESS
chr17	8924858	9147317	+	9423	NTN1	936	6.79742696E-1	DAVIES_SUCCESS
chr17	9153787	9479275	-	9482	STX8	939	6.26252797E-1	DAVIES_SUCCESS
chr17	9479943	9546776	+	146845	WDR16	210	2.73810798E-1	DAVIES_SUCCESS
chr17	9548579	9633003	+	124739	USP43	347	3.33104487E-1	DAVIES_SUCCESS
chr17	9674750	9694614	-	201140	DHRS7C	393	9.84326475E-1	DAVIES_SUCCESS
chr17	9729380	9793022	+	9340	GLP2R	567	9.78810292E-1	DAVIES_SUCCESS
chr17	9801026	9808684	-	5957	RCVRN	362	8.05116833E-1	DAVIES_SUCCESS
chr17	9813925	10101868	-	8522	GAS7	1358	2.69332112E-1	DAVIES_SUCCESS
chr17	10204182	10276322	-	8735	MYH13	464	6.06955829E-2	DAVIES_SUCCESS
chr17	10293641	10325267	-	4626	MYH8	238	2.69362412E-1	DAVIES_SUCCESS
chr17	10346607	10372876	-	4622	MYH4	168	4.89499378E-1	DAVIES_SUCCESS
chr17	10395626	10421859	-	4619	MYH1	205	6.78188325E-1	DAVIES_SUCCESS
chr17	10424464	10453017	-	4620	MYH2	234	6.70202005E-1	DAVIES_SUCCESS
chr17	10531842	10560626	-	4621	MYH3	282	7.01613087E-1	DAVIES_SUCCESS
chr17	10583648	10600885	-	6341	SCO1	268	6.23596446E-1	DAVIES_SUCCESS
chr17	10600926	10614875	+	56985	ADPRM	238	5.71932543E-1	DAVIES_SUCCESS
chr17	10616638	10633646	-	388335	TMEM220	195	4.87282077E-1	DAVIES_SUCCESS
chr17	10619259	10619899	-	100506898	MAGOH2	175	4.86313788E-1	DAVIES_SUCCESS
chr17	10633093	10718481	+	101101775	TMEM220-AS1	350	4.30760111E-1	DAVIES_SUCCESS
chr17	10698229	10707416	-	100289255	LINC00675	179	3.18311944E-1	DAVIES_SUCCESS
chr17	10725791	10741418	-	644139	PIRT	265	2.65742107E-1	DAVIES_SUCCESS
chr17	11144739	11467380	+	388336	SHISA6	1031	6.84297261E-1	DAVIES_SUCCESS
chr17	11501747	11873065	+	1770	DNAH9	928	7.37675595E-1	DAVIES_SUCCESS
chr17	11880761	11900785	-	7566	ZNF18	209	3.59521181E-1	DAVIES_SUCCESS
chr17	11924134	12047051	+	6416	MAP2K4	348	1.06098921E-2	DAVIES_SUCCESS
chr17	11985215	11985313	+	100126313	MIR744	128	3.15614728E-2	DAVIES_SUCCESS
chr17	12453284	12540504	+	284034	LINC00670	391	1.98528567E-1	DAVIES_SUCCESS
chr17	12569206	12670651	+	93649	MYOCD	422	6.05659098E-1	DAVIES_SUCCESS
chr17	12692828	12894960	+	9912	ARHGAP44	911	7.42960613E-1	DAVIES_SUCCESS
chr17	12894928	12921381	-	60528	ELAC2	510	9.74353173E-1	DAVIES_SUCCESS
